,label,news_report
331170,India,Vietnam angle to Maha Yudh tangle
2296830,India,That dirty picture on FB may be a honey trap: Army issues advisory to troops
962811,India,Vidarbha farmers demand 'Peepli' ban
959113,India,New radars to ease air congestion
384630,India,Cash-for-query: LS committee begins probe
1582351,India,Sachin Tendulkar to stay away from Rajya Sabha in first half of session
334921,India,Abducted NHPC engineer freed
1001861,India,Karnataka CM Yeddyurappa welcomes court verdict
323388,India,Defamation case transferred
46521,India,Everyone; but India in Bonn
441000,India,Uma Bharti surrenders before police
176041,India,Sonia holds talks with Adik
2142910,India,Gujjar stir enters eighth day; talks to continue today
2391208,India,'Brother' Ramji wanted the bike; I gave it: Sadhvi
1338234,India,Tobacco behind 20% of all cancer deaths
1137350,India,Ramdev melts in crowd; sports woman's dress to hoodwink police
2123604,India,Babus relieved as govt gives post-retirement shield in graft cases
229364,India,Special court to view Ayodhya film on July 30
2135669,India,Health minister JP Nadda for sharing of best practices among Commonwealth nations
324308,India,Afzal Khan: hero or villain?
443688,India,Hu keeps date with Kotnis family
1804321,India,Jalandhar to be declared smoke-free
398814,India,High alert in Delhi after Varanasi blasts
1233524,India,Drunkard son kills father
2983803,India,DLF-Vadra deal: Khattar says licence has lapsed
2898628,India,Arun Jaitley's got a new kidney; recovering well: AIIMS
731305,India,Mulayam declares assets worth over Rs 2.23cr
3756352,India,Is law denying voting rights to prisoners valid? SC to examine
856618,India,S Korean fined for abusing Indian
1477668,India,BJP demands SIT probe into bribery charges against Virbhadra Singh
283489,India,Communal clash in Varanasi locality
3227938,India,BJP ally AGP hints at U-turn on CAB; likely to support bill
1173153,India,Govt notifies ammonium nitrate as 'explosive'
385178,India,Stung MPs claim it's a conspiracy
1277313,India,In 2 yrs; Aman Ki Asha has become a peace concept
110755,India,Rock salt leads to scare
927586,India,SC refuses to stay HC order on fresh CBI probe in Rizwanur death
2504461,India,Air India to launch flights to Tehran soon
1825246,India,Congress moves EC against pollsters after expose
2650301,India,129 'deadwood' govt officers shown the door in last 1 yr
907996,India,PM leaves for US to attend nuclear security summit
106073,India,Ex-chief of Seamen PF held in gilt scam
2179557,India,PM to announce Rs 50;000 crore package for Bihar: Sushil Kumar Modi
564689,India,Bird flu: Red alert in Tripura
401907,India,WB Opposition seeks to make office of profit a poll issue
1970584,India,Narendra Modi to wield a broom on October 2
1929121,India,We have largest number of war widows; yet no war memorial
3129010,India,Overall voter turnout 2% lower than in 2014
3472373,India,World topper? 43 lakh+ Covid vaccines doses in a single day
39485,India,BJP playing with Ayodhya fire again
1436100,India,Centre accused of misleading SC over Chawla panel's advice
1300046,India,NGO to spread Sikhism message in US
2934285,India,With eye on polls; Centre sets Sept deadline to get Bru refugees on voter list
3009591,India,56 years after India-China war; Arunachal villagers get Rs 38 crore land compensation
2728179,India,6-month 'cooling off' period for granting divorce can be waived: SC
1247838,India,Indo-Bangla secretary-level talks today
2872270,India,Shift Children's Day away from Nehru's birth anniversary; say BJP MPs
2413878,India,Complaint against Essar forwarded to Home Ministry
3164508,India,Chandrayaan-2 deputy project director taught village students to fund his education
332152,India,No bargain with Cong: Pawar
160832,India,Linking of rivers to be hastened: PM
2974797,India,Why not give Congress electoral rolls of Madhya Pradesh in word format; SC asks EC
3239409,India,Pakistan set to open restored Panj Tirath temple in January
567992,India,In Maha; no-tuition rule for pvt schoolteachers soon
346591,India,Gutka baron Joshi quizzed for 3rd day
862238,India,IAF continues to lose pilots to commercial airlines
46843,India,Differences surface over changes in RS polls
1981489,India,Proposed 12-minute ad cap for free-to-air channels could go
463697,India,Three killed; nine injured in Bengal storm
2563039,India,On anniversary of migration; actor Anupam Kher dedicates poem to Kashmiri Pandits
1856752,India,BJP Congress indebted to industrialistsMayawati
914406,India,Cervical cancer vaccine trial guidelines not followed
3873157,India,AI and American-India; both have seen momentous development
768587,India,Our aim is to break CPM shackles
3139478,India,Terrorism a joint threat; needs collective action: Modi in Sri Lanka
1519590,India,Alagiri's son gives up after four months on the run
2235359,India,Govt sets the ball rolling on AIIMS in Andhra; Maharashtra; Bengal
1136233,India,ED quizzes Kalmadi; 2 others in Tihar
510762,India,Samajwadi Party for no-confidence motion against govt
2969284,India,Akhilesh plays temple card; vows huge Vishnu shrine
3523747,India,Former Maharashtra home minister Anil Deshmukh underground; ED searches his 'hideouts'
1566255,India,US supports India's constructive role in Afghanistan
379987,India,Salem's lawyer quits due to 'CBI attitude'
972284,India,148 judgements in single day; Judge creates record of sorts
1540049,India,Pakistan agrees to hold flag meet with India on Monday in Poonch
1872277,India,Bharat Ratna; Arjuna awards govt's call: SC
905961,India,Indian attacked in Oz; cops accused of keeping it under wraps
338460,India,Global warning: The heat is on
2589457,India,Indian doctor rescued from ISIS captivity in Libya
780669,India,25 years on; viewers still remember 'Hum Log'
539824,India,Aamir Khan's Taare Zameen Par makes Advani cry
2134341,India,Rathore discusses partnership with Canadian film industry
914546,India,My son got bullet for serving Kasab glass of water: 26/11 victim
1670007,India,Ex-MCI chief: SC ruling unfortunate
1140231,India,Mamata warns CPM on arms recovery
999168,India,News: All in one-minute @ 6 PM
3185911,India,ED to seek PC's custody tomorrow in INX Media case
3233376,India,Rae Bareli MLA stays away from 'Bharat Bachao' rally
107879,India,BSP-BJP coalition win confidence vote in UP
869948,India,End of formula? In '09; filmmakers rewrote rules of Indian cinema
626399,India,Govt plans fund for diaspora philanthropy
918690,India,Jharkhand just one of BJP's problems
3098131,India,Priyanka Gandhi tests the water; wades into chowkidar debate
505669,India,Geetanjali has shown no sign of drug abuse: Doctor
73034,India,Pakistan sheltering criminals; says Vajpayee
445082,India,Actress Pooja Bhatt discharged from hospital
2669153,India,Centre clears appointment of 11 High Court judges
1239607,India,Birthday bashes against sharia: Darul Uloom Deoband
2340634,India,Government not to reveal Dreamliner sale earning
462548,India,RSS stands by its editor Tarun Vijay
2493224,India,Politics over surgical strikes intensifies
3852649,India,Karnataka polls: Punters tip Congress to secure victory
3390605,India,Stop making provocative; irresponsible remarks on national flag: Congress to Mufti
838818,India,Buddha; govt differ on fate of abducted policemen
430200,India,Cong admits Sep 7; Vande Mataram not linked
1936776,India,Cabinet likely to take up juvenile justice bill today
704434,India,Lok Sabha polls: SP not to field candidates against Sonia; Rahul
1060086,India,'Respect for each other's laws must'
3642549,India,BJP challenges Congress to restore Article 370
974542,India,Minor girl's fax to collector saves her from forced wedding
506111,India,Left won't buy UPA's 'trust us' plea
2174059,India,Centre mulls cut in central forces in northeast
1755176,India,Prof CNR Rao sets science agenda for govt
2990777,India,Senior cop hit me with chair; says woman in Isro spy case
876324,India,ISRO launches rockets to study solar eclipse
298616,India,BJP hits new low on Modi's high-five move
2962482,India,Peace talks with Pakistan will be futile: Former RAW chief
1295146,India,Poor labourers pledged Rs 100; get Re 1 for day's work under govt's employment guarantee scheme
261216,India,SC hearing on Salman case deferred
482301,India,Ramchandra Gandhi wanted a debate on MSU painting row
1776538,India,Devyani was not handcuffed: Preet Bharara
1717795,India,Hand Gurgaon expressway to us; NHAI tells Centre
2159233,India,False alarm: Samples test -ve for polio
1971690,India,CBI books senior MCI official; searches offices of regulator
384580,India,Vajpayee being misused in gangwar: Amar Singh
550185,India,Maya directs party to take on Rahul Gandhi
916613,India,Caste census naysayers cite Nehru to nix idea
2035847,India,Bharat Ratna to Vajpayee by UPA would have added to Manmohan Singh's stature: Advani
1272048,India,IRCTC offers new year bonanza for tourists
1011518,India,Naval yachting team to take part in trans-Atlantic race
597138,India,SP claims nearly 8 BSP MPs will switch sides; back UPA
1292033,India,Himachal: Snow brings cheer for winter-sport enthusiasts
242103,India,Vigilance seeks fresh evaluation of Badal's assets
3183193,India,Doctor writes to CJI on Assam lynching; Supreme Court treats it as PIL
3743309,India,Mars orbiter mission is over; rover now non-recoverable: Isro
1880304,India,Election result 2014: Karnataka bucked the trend this time
2738254,India,BJP irked as Varun Gandhi sides with Myanmar refugees
1211018,India,Jawans deployed against Naxals revolt
2497230,India,Inking of defence deals with India a sign of strategic partnership: Russia
2750467,India,Govt intends to unshackle universities: PM Modi
1540205,India,Ramesh stresses on agriculture; slams mining
11520,India,Accused was in jail when Phoolan was killed
279908,India,Telgi's Rs 93-lakh gift to bar girl
458497,India,CPI(M)'s allies oppose SEZ in West Bengal
1826053,India,President's nod; Telangana notification next week
313576,India,Shahabuddin bail: HC sacks Siwan judge
3331245,India,Demand drops; just 4 Shramik Specials in 2 days
513969,India,Blast at Ajmer Sharif shrine; two dead; several wounded
814295,India,Delhi HC declines relief to Microsoft over Service Tax penalty
350116,India,8-sq-km oil slick threatens Goa; Karnataka
2180881,India,Mamata help for Bengali course in UK
1256770,India,amp39Probe ex SDMamp39s deathamp39
162553,India,Another arms haul by Army in Assam
1545223,India,Nirbhaya's final year results to be out by Jan 25
252358,India,Delhi-Beijing ties: Visa for Chinese businessmen easy
3852224,India,Why ban Kerala Story; SC asks Bengal government
1371903,India,Don't want Armed Forces Special Powers Act shield: CRPF brass
1253686,India,Sultan Khan; sarangi maestro; passes away
2169300,India,Plan for annual check on scribes for PIB card nixed
2769561,India,Split in SC; bar over allegations against judges of higher judiciary
1159221,India,Mulayam Singh; Azharuddin detained in UP
25107,India,Another first for Kiran Bedi
32745,India,Shahnawaz Hussain has several plans up his sleeves
2184611,India,Don't do petty politics over Yakub's death sentence: BJP
1847808,India,SC commutes Devinderpal Singh Bhullar's death sentence to life imprisonment
405709,India,Jaswant Singh to visit Nepal
1387381,India,Accept MHA data: Govt to Nilekani body
2815620,India,Pravin Togadia: Mysterious case of 'lost & found'
1261652,India,Anna Hazare's Jantar Mantar dharna gets cops' nod
310808,India,Minorities rights convention on Sunday
2260633,India,Family eyeing legal battle to free Anup Chetia
2944772,India,This govt has brought down data cost from Rs 269 per GB to just Rs 19
1693253,India,Iran seeks $1 million guarantee money to release tanker
2164557,India,Kashmiri youths joining militancy; funds flow from Gulf
338688,India,Travel advisories hit tourist bookings
1088665,India,India summons Italian envoy over turban issue
1290551,India,Near blackout in 200 Chamba villages
810544,India,Rahul Gandhi in parliamentary panel for HRD
609281,India,RAW chief asked me to find a man: Nisha Bhatia
298027,India,Cong seizes ctrl; YSR alt CM; TDP deleted
373567,India,States scramble to get Act together
1612115,India,'False' cases of Dalit atrocities against Brahmins to go: Mulayam
2537629,India,Mayawati; Mulayam Singh Yadav try to outdo each other in blasting cash ban move
403045,India,Salem to argue on separation of trial in '93 blasts
1338310,India,Three smugglers shot dead at Indo-Pak border; 10 kg heroin recovered
772921,India,In pics: Beating the heat
215403,India,Prabhakaran's parents return to Sri Lanka
1450691,India,Immunization drive identifies 4 lakh high-risk sites
815853,India,Maya goes back on word to SC on statues
491639,India,MPs give Kalam warm send-off
3301815,India,Number of non-Covid deaths; emergency cases in India has dropped
1213936,India,UP to get two more districts
97010,India,SC admits Mallika Sarabhai's petition
583672,India,By 2010; govt plans to get 10;000 high-end ambulances
1147735,India,PM's post may be brought under Lokpal purview with riders
2332321,India,Speech hints Budget to focus on farm sector
3810384,India,Sudden breakup led to Tunisha's emotional breakdown: Chargesheet
1181362,India,Teen held for rape; murder of 7-yr-old girl in Bhiwani
497607,India,Militants make abortive bid to target BSF vehicle
1532727,India,Highest gallantry award winner breaches rank ceiling
70682,India,PoK's return not a precondition; says PM
277137,India,Govt sets up panel of experts on bird flu
2248583,India,WWF India & Apollo to provide treatment to forest foot soldiers
860883,India,House set for heated session
344539,India,FIR lodged in screening of post-Godhra CDs
643861,India,Estranged wife entitled to house; says SC
618672,India,Major General to be fired for sexual harassment
1522709,India,Lok Sabha adjourned till noon after uproar over quota bill
1185325,India,PM holds huddle leaving out key Sonia aides
1213319,India,2G note on Chidambaram: Pranab Mukherjee likely to meet Sonia Gandhi
1451246,India,Teachers accused of raping 2 girls
3781701,India,Japan PM aide may visit bullet train project site
1474282,India,Yeddyurappa to have bicycle as party symbol?
1312663,India,Agitating Jats extend stir deadline by 24 hours
2129362,India,NGOs urge PM Modi to end 'arbitrary; selective intimidation'
1889920,India,6 months on; Uttarakhand Cong chief's post vacant
1960306,India,How Nithari killer Surinder Koli got a fresh lease of life
47787,India,Thailand for enhanced economic cooperation
1619712,India,BJP leaders demand probe into Bansal family's businesses
1031884,India,Karnataka beefs up security after terror alert
895378,India,India-China rail network gap to widen significantly: Study
884661,India,Maoists call bandh in 8 states to protest PM meet with CMs
121351,India,Fate of animal welfare dept uncertain
1007963,India,Congress set to hang up on Raja; press DMK chief for his ouster
409174,India,Airports to be revamped to handle biological material
517456,India,In video: Sonia; Rahul on China trip
106643,India,Pak has to take steps to reduce tension: India
1368957,India,Arunachal-Assam boundary dispute to be resolved soon: Chidambaram
1313308,India,Former babu denies Unitech MD's charge
281740,India,Mulayam rolls back Friday order
3551681,India,Varun writes to CM Yogi seeking 400/quintal SAP for cane farmers
2096436,India,HC notice to govt over JNNURM buses
714041,India,CPI rules out backing Cong-led govt after polls
2376655,India,Dead donors' kin to get priority in kidney transplants
495059,India,India will send astronaut into space by 2015: ISRO chief
1251288,India,CBI probe ordered into IAF land 'scam' in Srinagar
382037,India,Stiff neck takes the toll amid BPO boom
3544649,India,India warns arms companies of action for default in offset commitments
178528,India,New terror camps in Pak: Advani
3490358,India,Pandemic catalyses mental disorders but insurers try to fight off claims
1574355,India,JMM MLA holds kangaroo court to punish wife-beater
2434657,India,NIA to file chargesheet against 18 IS suspects
839353,India,Chidambaram slams Maoist sympathisers
1230964,India,Anti-Nuclear plant stir hits Kudankulam economy
947315,India,Mumbai locals have AWS to avoid collision
512581,India,Nine Bangladeshi nationals arrested in Jammu
2569791,India,Brigadier who grilled Mumbai terror attack convict dons AAP cap
1542507,India,HC seeks status report on Khurshid trust probe
3545217,India,Special teams to look into west UP viral fever
1729809,India,Cyclone Phailin: Army; Navy on standby in coastal Andhra
48118,India,India's proposal on terror meet hits roadblocks
1053226,India,Accused in Sonawane murder case allege he demanded 'bribe'
1343856,India,Student falls off three-wheeler; dies
660664,India,Armed forces all set for pay hike
746375,India,Just a handshake between two CMs; nothing more: Nitish
65693,India,India; US to work jointly to wipe out terrorism
3730358,India,Cabinet OKs Rs 27;000 crore scheme for 14;500 PM-SHRI schools
3028944,India,Superbugs kill more in India than globally; mortality rate is 13%
342853,India,Parrikar to prove majority today
2838861,India,In Karnataka; number of young voters doubles in five years
1270256,India,4% minorities quota may kick in from January 1
2372491,India,Govt okays changes in bill to increase forest cover
2765280,India,'Key conspirator' of 2002 Akshardham attack held
1952305,India,Haryana Janhit Congress snaps ties with BJP
502327,India,HC directs DU to follow SC guidelines for conducting elections
558498,India,Advani blames media for Jinnah controversy
399490,India,IAF prepares to induct the 'Hawk'
3160952,India,Chandrayaan-2: Tense 48-day journey begins
930792,India,Naga blockade over; focus on essentials
171981,India,J&K delegates powers to Ladakh
442530,India,US to work to achieve further progress on N-deal
935299,India,Where the mind is with fear
830598,India,SC tells Tirupur's dyeing industry to pay for polluting
3089206,India,Focus on terror; but not against Kartarpur initiative: India
3456424,India,Left-Congress-ISF yet to decide who will fight from Nandigram
3805267,India,Another Morbi in the making; Gujarat temple trust tells high court
569006,India,Sorabjee: Executive can't decide which court order to obey
235661,India,Farm; investment key issue at WTO
209105,India,Shourie; Pandian spat over disinvestment
463711,India,Jet to launch US flight by July-Aug
128149,India,NCP's poll strategy gladdens BJP hearts
312265,India,Birlas come up with another will
3768703,India,14 years after 26/11: A quest for justice; a constant reminder; a fading memory
479075,India,Court reserves order on Amitabh Bachchan's plea on UP land
606466,India,Ministry dumps SRK; ropes in Aamir to promote tourism
3545919,India,LG admin to establish 11;000 new SHGs for women across Jammu and Kashmir
187131,India,3 militants among 5 killed in J&K
3074772,India,Tortured; persecuted for stir against 'rape': Nuns who stood by survivor
458674,India,Pages from history
333372,India,'Israel hastened Arafat's death'
242170,India,Rocca revives troops talk
663196,India,Coast Guard rescues 99 survivors from Andamans
1568891,India,Rise in in contempt of court cases irks Madras high court
39362,India,President gives assent to Passport Ordinance
846994,India,Boy falls into 200-ft borewell in Rajasthan
186721,India,Advani; Joshi meet over Ayodhya issue
699018,India,PM not to attend Parliament
183305,India,France joins India in anti-war chorus
2134321,India,Hope land deal probe won't be for political vendetta: Vadra
192157,India,Hinduja case hearing on April 7
3178881,India,As teachers watch; robots impart lessons in this school
1850449,India,IRCTC serves hot food to troops
1448513,India,Gutka consumption raises risk of stillbirth by 210%; reveals study
2969892,India,Malik's J&K brief: Engage with whoever is ready to talk within framework of Constitution
1357198,India,Pak fires Shaheen in tit-for-tat test
2133727,India,Court orders Medha Patkar to compromise with NGO in defamation cases
1055391,India,Script ready for Praja Rajyam-Congress merger on Sunday
1459525,India,Inter-ministerial-group recommends de-allocation of three more coal blocks
1546802,India,Himachal Pradesh limps back to normalcy
2946086,India,J&K: Terrorists abduct cop on leave; torture; shoot him
124368,India,BIS clears set-top-box production
2238151,India,No problem with meat eaters; but want ban on beef: VHP
1809744,India,Congress alleges fake admission and recruitment scams in MP
1287083,India,Jats dilute quota stand in representation to BC commission
1566865,India,Himachal Pradesh: Now; Prashant Bhushan's land deal under scanner
23745,India,SC refuses to vacate stay on Jaya's appeals
949179,India,Now; law schools open to third sex
2937893,India,Chinese cancer warriors to get helping hand from India
2123140,India,Families of Indian youths abducted in Iraq begin dharna at Jantar Mantar
442082,India,Shekhawat; 84; wants to be Prez
609715,India,Modi-baiter on info panel leaves LK fuming
3770704,India,Jamiat in top court to seek SC status for Dalit Muslims
329890,India,India hails Afghan elections
559939,India,Chronology: Shivani murder case
245852,India,India climbing up the sex ladder: Durex survey
421244,India,Enemy within: 1 more soldier held
1668951,India,Food security act to be implemented in Rajasthan from August 20
1783329,India,Disabled population up by 22.4% in 2001-11
1622834,India,Roads ministry starts process to reduce plan panel's role
1506515,India,Pakistan violates ceasefire; targets 10 Indian posts in J&K
417314,India,Malaria claims 61 lives in West Bengal
119479,India,FDI in print does not apply to news agencies
443087,India,Haj pilgrims to be given polio vaccine
723640,India,LEGALLY SPEAKING: When top leaders face threat to life; where does a commoner stand?
1542596,India,Narcotics smuggling in trains shows increase
1853764,India,Karnatakahas 85 tainted Lok Sabha candidates Poll watchdogs
1904722,India,Centre set to liberalise land acquisition
1362745,India,Pawar must step down from Centre and work for farmers: Uddhav
1018497,India,WikiLeaks: Pak nixed US idea of non-aggression pact with India
1473046,India,Aligarh Muslim University blocks Facebook
2338689,India,Forces down 3 'Hizbul' men in Kashmir encounter
1567130,India,Yashwant Sinha to lead debate on chopper scam
96529,India,Polls may end violence; but fear will linger
45544,India,Sue Unicef for Vitamin A deaths: BJP
2165777,India,Soon; non-agriculturists can buy farmland in Karnataka
619731,India,Sonia consults party leaders on Patil's future
3682001,India,Bihar meet gives nod to caste-based headcount
2870172,India,Trump's Indo-Pacific policy expects India to play a more 'weighty role'
3174936,India,Now; midday meals in MP madrassas
144460,India,Vajpayee congratulates J&K voters for successful polls
930744,India,In US; Bhopal activists find new voice
51848,India,PM has assured Ayodhya solution by March: VHP
3161966,India,Info panel ex-chiefs slam RTI law tweak
741852,India,Centre gets three months to implement SC judgment favouring Maj-Gens
894121,India,Antony to open CPM's TV office
873401,India,TN cops to pay rape victim for FIR delay
1857136,India,SubramanianSwamytakes Madurai voters for a ride
1331359,India,BJP announces candidates for RS polls from Karnataka
1930877,India,Rains alleviate drought fears
3725972,India,TN spike due to robust data collection; reconciliation
483321,India,DAC to meet to decide acquisition of 126 jet fighters by IAF
2247070,India,Music could soon be part of post-operative treatment
2180288,India,15 times more deaths due to human error-induced accidents than natural calamities in 2014
234749,India,Left demands new law to protect right to strike
377058,India,CCS meets ahead of cabinet meeting
1896018,India,Maitree Express: India mulls increased frequency
1401451,India,Girls' parents booked for threatening newly married couple in Haryana
2077623,India,Nitish sees Mamata; governor off at airport
315704,India,Only sessions court can deal with Soren case
693184,India,Congress revokes Narayan Rane's suspension
3026304,India,Nehruvian legacy being 'undermined'; we must honour him by safeguarding democracy: Sonia Gandhi
1169536,India,Sky is the limit for our powers: SC
1778712,India,Season's first snowfall brings cheer to Kashmir
330110,India,Talks begin between Naxals; AP govt
237698,India,Industry; police must work in tandem
1155838,India,Northern Railway suspends employee for Rajdhani rollback
2121492,India,Pamela Anderson reaches out to save Kerala jumbos
1084108,India,Tibetan MPs ask Dalai to rethink retirement
396471,India,8 more bird flu suspects surface
2720327,India,Congress takes lessons from BJP on how to use social media
1199396,India,Teesta pact with Bangladesh put off after Mamata sulk
919416,India,Did Omani carry out Mumbai recce for 26/11 before Headley?
2680962,India,SC seeks list of 'defaulting banks' on fund for disabled
1256670,India,Mamata Banerjee mustnamprsquot stall rollout in other states Prime Minister
26156,India,Corruption on Wheels: Murky deals; easy money
120921,India,11 pilgrims die in bus mishap
274298,India,Sangma prefers NDA to Sonia
21206,India,Oppn walks out of LS over Agnihotri's appointment
944920,India,More RTE Act changes likely to address madrassa concerns
398317,India,Salman's car may cause fresh trouble
1416005,India,Identity of ninth accused in Burundi case confirmed
3840244,India,Centre; Gujarat reluctant to show Bilkis Bano files; SC wonders why
556141,India,Sonia speaks up against 'politics of region; religion'
1127879,India,Civil society group seeks transparency in process of Lokpal Bill drafting
505219,India,Sachin rocks; let him decide when to retire: Netizens
1490518,India,If separated; one conjoined twin will die and other's survival difficult: Centre
1773041,India,Joint secretary arrested in Uttarakhand assault CD case
1749777,India,Centre not in favour of fresh survey to decide backwardness of Jats
323022,India,Chandy set to expand cabinet amid dissent
1681170,India,Congress MP slams Sushilkumar Shinde for downplaying Vidarbha state issue
2238864,India,India; Singapore to sign strategic partnership agreement during Modi's visit
2767700,India,Here's what Rahul Gandhi calls 'a tragedy' and 'PM's thoughtless act'
1066174,India,Cancelling deal too little; too late: BJP
3050628,India,Michel filed monthly political reports; says former UK defence secretary
400408,India,Violence erupts again in Navi Mumbai
546924,India,Maharishi ushered in spiritual renaissance
1162983,India,Natarajan likely to relish green task
1606489,India,India accounts for 33% of world poor: World Bank
1162986,India,Salman Khurshid: Not swayed by community rhetoric
2139195,India,Modiversary: This PM drives babus hard; leaves them weary and wary
1131804,India,Supply of 'heavy' arms to Pak put on hold; France tells India
346707,India,Goa Speaker; Dy Speaker resign
1537834,India,Group of India; Pak citizens condemns LoC killing
1600829,India,Supreme Court adopts conjoined twins Saba and Farah
94918,India,CPM activist among 2 killed in Tripura
2418476,India,Famed 'Malana cream' may just be smuggled hash
3508174,India,Encounter specialist Pradeep Sharma held in Antilia-Hiran case
956137,India,Aman case gives hope to kin of ragging victim
116170,India,Now pay less for PIO card
3009327,India,Mid-air collision averted over Kolkata skies
424408,India,Three civilians killed in J&K cross-firing
3133003,India,Centre firms up against outgoing MPs overstaying in govt houses
2091362,India,Family; villagers bid tearful farewell to Sydney victim Prabha
2012700,India,BJP hails Kisan Vikas Patra; says it'll bring good returns
490682,India,Ansari; Mushirul favourites for V-P
2164055,India,Delhi govt moves HC to stop Centre's 'meddling' in ACB
3334946,India,Chhari Mubarak rituals held ahead of Amarnath Yatra
1916310,India,Two RSS pracharaks all set to join BJP
1693241,India,Congress to go big on Twitter; Facebook
74769,India,Hawala operator involved in Kolkata shootout held
411120,India,'Pro' activists now want to win over pvt sector
1325609,India,Spate of reviews a turf tussle between executive and judiciary?
272499,India,India 1000 going on 10
2626487,India,Babri case: Kalyan won't be tried while he's governor
609721,India,Srinagar: Shops; offices & schools remain shut
1356099,India,Benami land deals by Tibetans illegal: Report
853080,India,India loses Rs 70k cr/yr in road mishaps
2622909,India,Kulbhushan Jadhav issue: India retaliates; calls off security dialogue with Pakistan
1759611,India,Use of synthetic drugs on the rise in India
2892990,India,naxalites innovate get rambo arrows and poop laced bombs
729525,India,Survival trumps demand for Telangana
1240937,India,Tigers poached in connivance with forst staff at Panna: Government report
531186,India,CBI court in Lucknow summons Salem in fake passport case
2070653,India,Supreme Court stays Teesta Setalvad's arrest till February 19
1480493,India,Bangladesh to fete 1971 war hero Jagjivan Ram
1139314,India,Bengal CM Mamata inks peace pact with GJM
382762,India,Saddam's trial adjourned till Wednesday
2550705,India,Akhilesh back in party as 200 of SP's 229 MLAs support him
415546,India,Lalu's excess baggage includes datuns; sattu
1298452,India,Now; 2-hr test to detect drug-resistant TB
2177481,India,Border boils: Will fight fire with fire; India warns Pakistan
3466923,India,Was sexually exploited; says girl in Karnataka CD
2476840,India,'Kashmir will never be part of Pakistan'; says party that supports a 'free' Kashmir
2005795,India,Jaya disqualified for 10 years: TN issues notification
2046560,India,Chit fund scam: ED attaches Bhubaneshwar's premier private engineering college
3437219,India,Tricolour unfurled on R-Day to launch Ayodhya mosque
371436,India,Burqas are no veil for fashion
282820,India,BJP plans phone; TV; Internet blitzkrieg
440381,India,Is Ulfa back in business?
9919,India,Rajya Sabha approves President's rule in Manipur
124378,India,Tension in Gujarat areas after yatra
1899549,India,LTC scam: Livid TMC accuses Modi govt of vendetta
565340,India,India will continue road construction in Afghanistan
983405,India,IIM-A in top 10 of B-school chart
338100,India,Sea quiet; but waves of agony
2161501,India,Sonia had no qualms about Emergency; Maneka knew of Sanjay's acts; says Indira Gandhi's aide
411199,India,BJP divided over Fanaa
1569755,India,Govt sitting on regulations over sale of explosives
74479,India,MP govt staff go on 2-day strike
104418,India,Kargil coffins bought at twice US price
114159,India,Slight drop in shelling across LoC
823185,India,Gujarat's port projects in troubled waters
604202,India,CBI sought BSP votes for UPA: Maya
347338,India,Paswan joins the race for govt
340458,India,42 Myanmarese; Bangladeshis arrested near IB
2310619,India,Pathankot attack: NIA to conduct lie-detection test on Punjab SP's friend; cook
3015169,India,India going through massive transformative phase: PM Modi
1215408,India,Uproar in J&K assembly after protest by MLA on Afzal Guru issue
253169,India,Shekhawat is poll issue in Jaipur
405447,India,PM gives Imam delegation the Iran pill
1656772,India,Two youth killed in alleged army firing in Kashmir's Bandipora district
404090,India,BJP flag will not be 'totally basanti '
1432845,India,Mother; teenaged sons found killed
2234944,India,India not among the best places to die either
505321,India,Health cover for under-age workers soon
1819783,India,Telangana bill Lok Sabha TV blackout: 'Tactical blackout; not technical'
3227920,India,Plea for grace marks in 'toughest' judicial exam
1793387,India,Do not insist on RTI applicants to provide address: Centre
3108598,India,Co-accused trying to influence me: Indrani
2874554,India,Yathindra sets off on Varuna tour; meets miffed former cop
3348207,India,India orders more Chabahar equipment
162783,India,SP activists who allegedly threatened BJP MP discharged
580148,India,SP downplays rift with Left; meets CPM top brass
454871,India,Foreign grads flock back home to Punjab
819078,India,Burning train: Collective fine on Bihta residents likely
370501,India,War against Naxals that backfired
1284141,India,Election Commission notice to Khurshid's wife on 9% promise
2945009,India,No-confidence motion: Shiv Sena MPs will abstain from voting; won't attend Lok sabha today
1596883,India,TN to give subsidized radio equipment to help fishermen in distress
423823,India,Alert at Kolkata airport to continue
3774119,India,SI murder: Jammu and Kashmir police file chargesheet
892738,India,Police seek 26/11 court nod to dispose of seized RDX
2582009,India,'Move Shahabuddin to Tihar jail'; Supreme Court orders Bihar government
1214330,India,CBI seeks cancellation of Amit Shah's bail
600996,India,BJP will not allow demolition of Ram Sethu: Rajnath Singh
1269070,India,Kim Jong ilamp39s death India fears revival of North Korea Pak nuclear bonding
381640,India,2 officers should interrogate Salem: TADA court
421932,India,CBI: Don't unfreeze Chautala's accounts
177130,India,Three militants killed in J&K encounter
2056415,India,Manohar Parrikar keeps mum on 'assets' remark
565858,India,Kerala MP Wahab had entered cockpit: Report
388337,India,Delhi police to seek custody of Salem
1576777,India,Indo-Pak trade expo starts today in Jalandhar
3639064,India,74 Indian sailors rescued from under-attack Black Sea port
194656,India,War in Iraq not to impact oil supplies to India
532150,India,Delhi HC slaps fine on Centre for denying plot
2396777,India,El Nino over; says Oz agency as La Nina lurks
152469,India,Male contraceptive awaits nod for further human trials
653039,India,CJI calls for 'responsible' media coverage
1175752,India,K'taka CM race between Shettar & Gowda
